"id","name","city","state","zip","holeCount","rating","latitude","longitude"
"ralph-m-lewis-park","Ralph M. Lewis Park","Rancho Cucamonga ","California","91730",7,,34.1091694,-117.5631589
"rancho-corralitos","Rancho Corralitos","Watsonville ","California","95076",18,,36.957751,-121.781362
"rancho-jurupa-park","Rancho Jurupa Park","Riverside ","California","92509",9,,33.9820893,-117.4117574
"rancho-murieta-disc-golf-course","Rancho Murieta Disc Golf Course","Rancho Murieta ","California","95683",18,,38.4951821,-121.0888966
"randy-hatfield-disc-golf-course","Randy Hatfield Disc Golf Course","Crescent City ","California","95531",9,,41.7484956,-124.1961767
"red-hawk-ridge","Red Hawk Ridge","Rancho Corralitos ","California","95076",18,,36.988562,-121.8063418
"redwood-christian-park","Redwood Christian Park","Boulder Creek ","California","95006",8,,37.1502131,-122.1236006
"redwood-coast-rec-center","Redwood Coast Rec Center","Gualala ","California","95445",18,3,38.7957277,-123.5290397
"regency-community-park","Regency Community Park","Sacramento ","California","95835",9,1,38.6746777,-121.5030382
"reichmuth-park","Reichmuth Park","Sacramento ","California","95831",9,2,38.5130228,-121.5173735
"reidy-creek-disc-golf","Reidy Creek Disc Golf","Escondido ","California","92026",18,4,33.16604900000001,-117.090604
"ricks-revenge","Rick's Revenge","Bear Valley ","California","95223",18,3,38.4926051,-120.0442661
"river-oaks-golf-course","River Oaks Golf Course","Ceres ","California","95307",18,,37.6124955,-120.9318096
"river-walk","River Walk","Corona ","California","92880",7,3,33.9479233,-117.5766866
"riverbend-community-park","Riverbend Community Park","Jurupa Valley ","California","91752",9,,33.96174269999999,-117.5392985
"riverbend-park-north","Riverbend Park - North","Oroville ","California","95965",18,3,39.5034364,-121.5761232
"riverbend-park-south","Riverbend Park - South","Oroville ","California","95965",18,2,39.5084186,-121.572343
"riverview-park","Riverview Park","Bakersfield ","California","93308",9,,35.4010443,-119.0281718
"rocklin-disc-golf-course-johnson-springview-park","Rocklin Disc Golf Course at Johnson Springview Park","Rocklin ","California","95677",18,3,38.7900911,-121.2447255
"rosa-park","Rosa Park","Santa Rosa ","California","95403",9,,38.4631883,-122.7206485
"ryan-ranch-disc-golf-course","Ryan Ranch Disc Golf Course","Monterey ","California","93940",29,4,36.58294,-121.8253903
"sacramento-river-rv-park","Sacramento River RV Park","Redding ","California","96002",18,,40.4763488,-122.3191223
"salmon-river-disc-golf-course","Salmon River Disc Golf Course","Cecilville ","California","96031",18,,41.1411687,-123.1406948
"san-lauren-park","San Lauren Park ","Bakersfield ","California","93312",9,4,35.3974177,-119.0665388
"santa-anita-park-youth-disc-golf-course","Santa Anita Park Youth Disc Golf Course","Sacramento ","California","95825",9,3,38.6070105,-121.4104776
"santa-margarita-koa-disc-golf-course","Santa Margarita KOA Disc Golf Course","Santa Margarita ","California","93453",9,,35.3197117,-120.4997048
"sapwi-trails","Sapwi Trails","Thousand Oaks ","California","91362",19,4,34.2104537,-118.8270349
"scotts-valley-high-school-circuit","Scotts Valley High School Circuit","Scotts Valley ","California","95066",4,,37.0712527,-122.0062616
"sea-pines-golf-resort","Sea Pines Golf Resort","Los Osos ","California","93402",9,4,35.3153776,-120.8539952
"sequoia-park","Sequoia Park","Simi Valley ","California","93063",9,2,34.2744019,-118.724297
"shady-oaks-park","Shady Oaks Park","Sacramento (Orangevale) ","California","95662",18,4,38.6963776,-121.2250626
"shady-rest-discgolfpark","Shady Rest DiscGolfPark","Mammoth Lakes ","California","93546",18,,37.6534791,-118.9510539
"shady-rest","Shady Rest Park Disc Golf Course","Mammoth Lakes ","California","93546",18,,37.6534791,-118.9510539
"shastice-park","Shastice Park","Mount Shasta ","California","96067",18,,41.3225337,-122.3008079
"sherwood-forest","Sherwood Forest","Chico ","California","95928",9,3,39.7601344,-121.7985169
"sierra-college-truckee","Sierra College Truckee","Truckee ","California","96161",18,5,39.3214809,-120.2028992
"sierra-vista-disc-golf-course","Sierra Vista Disc Golf Course","Oakhurst ","California","93644",9,,37.326275,-119.661805
"silver-creek-park","Silver Creek Park","Bakersfield ","California","93313",9,,35.3040266,-119.0813812
"simpson-university","Simpson University","Redding ","California","96003",9,,40.6146283,-122.3323267
"sinsheimer-park-disc-golf-course","Sinsheimer Park Disc Golf Course","San Luis Obispo ","California","93401",9,2,35.2678576,-120.6469467
"sisquoc-elementary","Sisquoc Elementary","Santa Maria ","California","93454",5,,34.9454297,-120.4302718
"skull-mountain","Skull Mountain","Somerset ","California","95684",20,5,38.64762,-120.685388
"sky-high-disc-golf-course-mtn-high-north","Sky High Disc Golf Course at Mtn. High North","Wrightwood ","California","93563",27,4,34.3847579,-117.6866073
"skyline-disc-golf-course","Skyline Disc Golf Course","Susanville ","California","96130",18,,40.4296117,-120.639292
"skyline-wilderness-park","Skyline Wilderness Park","Napa ","California","94559",18,4,38.2792897,-122.2489646
"skyline-wilderness-park-flat-9","Skyline Wilderness Park - Flat 9","Napa ","California","94559",9,,38.2792897,-122.2489646
"south-gate-golf-course","South Gate Golf Course","South Gate ","California","90280",9,,33.943894,-118.1835365
"south-pines","South Pines Disc Golf Course","Magalia ","California","95954",18,,39.8121058,-121.5783059
"southern-humboldt-community-park","Southern Humboldt Community Park","Garberville ","California","95542",18,,40.0849098,-123.8001899
"squaw-valley-disc-golf-course-high-camp","Squaw Valley Disc Golf Course at High Camp","Olympic Valley ","California","96146",18,,39.197607,-120.2354422
"squirrel-creek-condon-park","Squirrel Creek at Condon Park","Grass Valley ","California","95945",18,4,39.2173449,-121.0759504
"stafford-lake-county-park","Stafford Lake County Park","Novato ","California","94947",23,4,38.116136,-122.6498715
"stampede-disc-golf-course","Stampede Disc Golf Course","Truckee ","California","96161",18,5,39.466734,-120.131612
"steelhead-disc-golf-course-creekside","Steelhead Disc Golf Course at Creekside","Willow Creek ","California","95573",18,,40.941744,-123.634406
"bill-byrd-memorial-disc-golf-course-stony-gorge-reservoir","Stony Gorge Disc Golf Course","Elk Creek ","California","95939",18,,39.5886787,-122.5246331
"strother-park","Strother Park","Arroyo Grande ","California","93420",4,,35.1295884,-120.5572313
"sunbeam-lake-disc-golf","Sunbeam Lake Disc Golf","Seeley ","California","92273",9,,32.7821506,-115.6849162
"sunset-park-4","Sunset Park","San Marcos ","California","92078",6,2,33.1451543,-117.2108698
"swenson-park-disc-golf-course","Swenson Park Disc Golf Course","Stockton ","California","95207",18,5,38.0100039,-121.3413325
"sycamore-park-disc-golf-course","Sycamore Park Disc Golf Course","Simi Valley ","California","93065",12,,34.2546709,-118.7460792
"sylmar-veterans-park","Sylmar (Veterans Park)","Sylmar ","California","91342",18,4,34.3261869,-118.4164165
"tahoe-vista-regional-disc-golf-course","Tahoe Vista Regional Disc Golf Course","Tahoe Vista ","California","96148",18,4,39.2488076,-120.0528142
"tanner-nash-disc-golf-course-rancho-acacias","Tanner Nash Disc Golf Course at Rancho Acacias","Murrieta ","California","92562",9,3,33.5677694,-117.1753695
"taylor-mountain-dgc","Taylor Mountain Disc Golf Course","Santa Rosa ","California","95404",18,5,38.4157199,-122.6926892
"barnyard-disc-golf-course","The Barnyard Disc Golf Course","Carmel ","California","93923",4,,36.54041429999999,-121.9071223
"brewing-lair","The Brewing Lair","Blairsden ","California","96103",9,3,39.78444229999999,-120.6141188
"gates-hell-disc-golf-course","The Gates of Hell Disc Golf Course","Valley Center ","California","92082",18,,33.2183701,-117.0341967
"ranch-old-river","The Ranch at Old River","Tracy ","California","95304",20,,37.7992979,-121.4174777
"redwood-curtain","The Redwood Curtain at Humboldt State University","Arcata ","California","95521",18,4,40.8571022,-124.0894358
"stadium-course-natividad-creek-park","The Stadium Course at Natividad Creek Park","Salinas ","California","93905",18,4,36.6982288,-121.609801
"thousand-pines-camp-disc-golf-course-lower","Thousand Pines Camp Disc Golf Course - Lower","Crestline ","California","92325",9,,34.2495361,-117.2789521
"thousand-pines-camp-disc-golf-course-upper","Thousand Pines Camp Disc Golf Course - Upper","Crestline ","California","92325",9,,34.2495361,-117.2789521
"three-links-disc-golf-course","Three Links Camp Disc Golf Course","Mi-Wuk Village ","California","95346",18,4,38.0789273,-120.1562476
"toneys-mountain-golf","Toney's Mountain Golf","Grass Valley ","California","95959",18,,39.2262981,-120.8742274
"treeline-dgc","Treeline Camp Alta Disc Golf Course","Alta ","California","95701",9,2,39.21447209999999,-120.8054509
"troy-korsgaden-disc-golf-course","Troy Korsgaden Disc Golf Course","Visalia ","California","93292",12,,36.2832591,-119.3106658
"truckee-river-regional-park","Truckee River Regional Park","Truckee ","California","96161",18,4,39.3270651,-120.1760364
"turtle-rock-park-disc-golf","Turtle Rock Park Disc Golf","Markleeville ","California","96120",18,4,38.7228905,-119.8000541
"twain-harte-disc-golf-course","Twain Harte Disc Golf Course","Twain Harte ","California","95383",18,,38.035841,-120.232036
"twila-reid-park","Twila-Reid Park","Anaheim ","California","92803",9,2,33.8240143,-117.9984232
"two-harbors","Two Harbors","Two Harbors ","California","90704",10,3,33.44,-118.49833
"uc-santa-cruz","U.C. Santa Cruz","Santa Cruz ","California","95064",9,1,36.9880503,-122.0582093
"uci-aldrich-park","UCI - Aldrich Park","Irvine ","California","92697-2050",72,,33.6460519,-117.8427446
"ucla-lake-arrowhead-disc-golf-course","UCLA Lake Arrowhead Disc Golf Course","Lake Arrowhead ","California","92352",4,,34.2655556,-117.1866667
"university-ob","University of OB","Weed ","California","96094",18,3,41.42264979999999,-122.3861269
"university-redlands","University of Redlands","Redlands ","California","92374",9,,34.0627062,-117.1632608
"utt-middle-school","UTT Middle School","Tustin ","California","92780",9,,33.7338036,-117.805953
"valle-vista-disc-golf-course","Valle Vista Disc Golf Course","Hemet ","California","92544",5,,33.7471736,-116.9718764
"valley-center-community-church-park","Valley Center Community Church Park","Valley Center ","California","92082",9,,33.240342,-117.024526
"van-buren-golf-center-0","Van Buren Golf Center","Riverside ","California","92503",18,,33.952919,-117.455569
"vandenberg-afb","Vandenberg AFB","Vandenberg Air Force Base ","California","93437",18,,34.7420267,-120.5724404
"villa-maria-disc-golf-course-0","Villa Maria Disc Golf Course","Cupertino ","California","95014",12,4,37.303574,-122.0729954
"vinsonhaler-park","Vinsonhaler Park","Orland ","California","95963",9,3,39.7521847,-122.1888576
"walden-park-disc-golf-course","Walden Park Disc Golf Course","Walnut Creek ","California","94597",9,3,37.9212875,-122.0565414
"waller-park","Waller Park","Santa Maria ","California","93455",27,4,34.9036522,-120.4383151
"warner-street-park","Warner Street Park","Alturas ","California","96101",9,,41.4894072,-120.5583521
"weddington-golf-and-tennis","Weddington Golf and Tennis","Studio City ","California","91604",9,3,34.1460876,-118.405548
"westport-disc-golf-course","Westport Disc Golf Course","Westport ","California","95488",9,5,39.6383106,-123.7827498
"westside-park","Westside Park","Wasco ","California","93280",9,,35.5959801,-119.3551603
"whale-rock-disc-golf-course","Whale Rock Disc Golf Course","Templeton ","California","93465",18,4,35.5772607,-120.722921
"white-pines-park-disc-golf-course","White Pines Park Disc Golf Course","Arnold ","California","95223",18,3,38.2674546,-120.3410283
"whittier-narrows-park","Whittier Narrows Park","South El Monte ","California","91733",27,3,34.0315198,-118.0523548
"willows-rotary-disc-golf","Willows Rotary Disc Golf","Willows ","California","95988",19,2,39.5243265,-122.1935931
"woodward-legacy-disc-golf-course","Woodward Legacy Disc Golf Course","Fresno ","California","93720",18,3,36.8684176,-119.7862701
"wrightwood-country-club","Wrightwood Country Club","Wrightwood ","California","92397",18,,34.3556169,-117.6322995
"ymca-camp-campbell","YMCA Camp Campbell","Boulder Creek ","California","95006",9,5,37.16305560000001,-122.1372222
"ymca-camp-oakes","YMCA Camp Oakes","Big Bear Lake ","California","92314",9,,34.2303484,-116.7541421
"ymca-camp-whittle","YMCA Camp Whittle","Fawnskin ","California","92333",9,,34.2830822,-116.9679326
"yucaipa-regional-park-disc-golf-course","Yucaipa Regional Park Disc Golf Course","Yucaipa ","California","92399",18,4,34.0493265,-117.0472854
"zalud-park","Zalud Park","Porterville ","California","93257",9,,36.0782929,-119.0212494
"10-3-cb","10-3 at CB","Mt. Crested Butte ","Colorado","81225",27,4,38.9193471,-106.9653756
"adams-hollow","Adams Hollow","Brighton ","Colorado","80601",18,3,39.9328331,-104.8673928
"aggie-greens-hughes-stadium","Aggie Greens at Hughes Stadium","Ft. Collins ","Colorado","80521",18,3,40.561943,-105.1417465
"alamosa-disc-golf-course","Alamosa Disc Golf Course","Alamosa ","Colorado","81101",18,4,37.4913815,-105.885002
"ames-park","Ames Park","Mead ","Colorado","80542",9,4,40.2338033,-104.9937928
"arapahoe-basin-disc-golf-course","Arapahoe Basin Disc Golf Course","Dillon ","Colorado","80435",18,,39.6410072,-105.8711461
"arapahoe-community-college","Arapahoe Community College","Littleton ","Colorado","80120",9,,39.6080683,-105.0188452
"aspen-crossing-elementary-school","Aspen Crossing Elementary School","Aurora ","Colorado","80015",7,,39.6323079,-104.7521067
"aspen-mountain","Aspen Mountain","Aspen ","Colorado","81611",18,4,39.1862601,-106.818227
"aspen-springs","Aspen Springs","Aspen Springs ","Colorado","81147",9,,37.26945,-107.0097617
"bailey-disc-golf-course","Bailey Disc Golf Course","Bailey ","Colorado","80421",20,4,39.41333119999999,-105.4412079
"baldridge-park","Baldridge Park","Montrose ","Colorado","81401",18,3,38.4652711,-107.8787507
"beaver-creek-resort","Beaver Creek Resort","Avon ","Colorado","81620",18,3,39.6042863,-106.5167109
"beaver-meadows-resort-ranch","Beaver Meadows Resort Ranch","Red Feather Lakes ","Colorado","80545",18,3,40.842073,-105.6521353
"beaver-ranch-bluebird-putting-course","Beaver Ranch - Bluebird Putting Course","Conifer ","Colorado","80433",20,4,39.5102863,-105.3019008
"beaver-ranch-conifer","Beaver Ranch - Conifer","Conifer ","Colorado","80433",21,4,39.506826,-105.2982302
"benedict-park","Benedict Park","Brighton ","Colorado","80601",9,3,39.981129,-104.799305
"bennett-high-school-disc-golf-course","Bennett High School Disc Golf Course","Bennett ","Colorado","80102",9,,39.7600086,-104.4246618
"bert-ernie-park","Bert & Ernie Park","Carbondale ","Colorado","81623",9,2,39.4083897,-107.2189213
"big-mine-disc-golf-course","Big Mine Disc Golf Course","Crested Butte ","Colorado","81224",9,,38.867177,-106.9869271
"birds-nest-disc-park","Bird's Nest Disc Park","Arvada ","Colorado","80007",24,3,39.8164147,-105.202176
"boltz-jr-high-school","Boltz Jr. High School","Fort Collins ","Colorado","80525",9,3,40.5425555,-105.0627723
"boulder-valley-community-course","Boulder Valley Community Course","Boulder ","Colorado","80303",9,,39.9922028,-105.2200686
"bucksnort","BuckSnort","Pine ","Colorado","80470",28,5,39.4244613,-105.3153179
"buena-vista-disc-golf-course","Buena Vista Disc Golf Course","Buena Vista ","Colorado","81211",9,5,38.8477782,-106.1253825
"cache-la-poudre-jr-high-disc-golf-course","Cache La Poudre Jr. High Disc Golf Course","Laporte ","Colorado","80535",9,2,40.6269554,-105.1436876
"caddoa-dgc","Caddoa Disc Golf Course","Hasty ","Colorado","81044",18,,38.07938619999999,-103.0318683
"camenisch-park-badlands","Camenisch Park - Badlands","Federal Heights ","Colorado","80260",18,2,39.8548603,-105.0141018
"camenisch-park-hylands","Camenisch Park - The Hylands","Denver ","Colorado","80260",18,,39.8548603,-105.0141018
"centennial-park-course","Centennial Park Course","Cortez ","Colorado","81321",18,,37.3529476,-108.5693398
"central-park-disc-golf-course-2","Central Park Disc Golf Course","Firestone ","Colorado","80504",18,,40.1448434,-104.9283519
"centre-hills-park","Centre Hills Park ","Aurora ","Colorado","80011",18,2,39.7141402,-104.7988998
"challenger-point-disc-golf-course","Challenger Point Disc Golf Course","Crestone ","Colorado","81131",9,,37.9880037,-105.7573222
"cherokee-trail-disc-golf-course","Cherokee Trail Disc Golf Course","Parker ","Colorado","80134",9,2,39.545448,-104.783058
"cheyenne-mountain-state-park","Cheyenne Mountain State Park","Colorado Springs ","Colorado","80926",9,,38.7291548,-104.83288
"civic-center-disc-golf-course","Civic Center Disc Golf Course","West Pueblo ","Colorado","81007",9,,38.2636287,-104.6600086
"clark-centennial-park","Clark Centennial Park","Longmont ","Colorado","80504",9,4,40.1781912,-105.0855641
"la-junta-disc-golf-course","Clay Hills Disc Golf Course","La Junta ","Colorado","81050",9,,37.9784442,-103.5529975
"cloman-park","Cloman Park","Pagosa Springs ","Colorado","81147",18,4,37.2952855,-107.0599916
"colorado-christian-university","Colorado Christian University","Lakewood ","Colorado","80226",9,,39.7131047,-105.0959323
"colorado-mesa-university-dgc","Colorado Mesa University Disc Golf","Grand Junction ","Colorado","81501",9,5,39.0539734,-108.5613403
"colorado-mountain-college-leadville","Colorado Mountain College - Leadville","Leadville ","Colorado","80461",18,4,39.2359845,-106.3029696
"colorado-mountain-college-spring-valley","Colorado Mountain College Spring Valley","Glenwood Springs ","Colorado","81601",18,,39.4709092,-107.2370962
"colorado-nw-community-college","Colorado NW Community College","Rangely ","Colorado","81648",9,2,40.0839684,-108.7866413
"confluence-disc-golf-course","Confluence Disc Golf Course","Delta ","Colorado","81416",18,,38.7506491,-108.0716047
"cottonwood-creek-park","Cottonwood Creek Park","Colorado Springs ","Colorado","80918",18,3,38.9278141,-104.7566426
"cowboy-disc-golf-course","Cowboy Course","Swink ","Colorado","81077",18,,38.0136571,-103.6282509
"cross-creek-disc-golf-course","Cross Creek Disc Golf Course","Gypsum ","Colorado","81637",18,5,39.4912106,-106.8630793
"csu-pueblo","CSU Pueblo","Pueblo ","Colorado","81001",18,,38.308496,-104.575916
"cumberland-green","Cumberland Green","Fountain ","Colorado","80817",18,4,38.6928502,-104.6832094
"dakota-ridge-high-school","Dakota Ridge High School","Littleton ","Colorado","80127",9,,39.6043048,-105.1494696
"delta-county-fairgrounds","Delta County Fairgrounds","Hotchkiss ","Colorado","81419",18,,38.7970611,-107.7165221
"devils-thumb-ranch-resort-spa","Devil's Thumb Ranch Resort and Spa","Tabernash ","Colorado","80482",18,,39.9679716,-105.7831853
"disczilla-sports-disc-golf-course","DiscZilla Sports Disc Golf Course","Peyton ","Colorado","80831",9,,38.9207589,-104.5877568
"double-cabin-disc-golf-course","Double Cabin Disc Golf Course","Mountain Village ","Colorado","81435",18,,37.93219,-107.8533289
"dragons-breath","Dragons Breath","Denver ","Colorado","80235",18,,39.5629378,-104.8766439
"dreamtime-ranch","Dreamtime Ranch","Hartsel ","Colorado","80449",21,,39.0216594,-105.7958419
"dreamtime-ranch-0","Dreamtime Ranch","Hartsel ","Colorado","80432",21,,39.28594349999999,-105.8642593
"dry-creek-disc-golf-course-0","Dry Creek Disc Golf Course","Longmont ","Colorado","80503",18,2,40.144689,-105.166104
"dry-creek-disc-golf-course","Dry Creek Disc Golf Course","Hayden ","Colorado","81639",9,,40.4879069,-107.2601924
"durango-mountain-resort","Durango Mountain Resort","Durango ","Colorado","81301",9,,37.6299909,-107.8138996
"easter-seals-disc-golf-course","Easter Seals Disc Golf Course","Empire ","Colorado","80444",27,4,39.75352090000001,-105.6564407
"edora-park","Edora Park","Fort Collins ","Colorado","80525",18,4,40.5641001,-105.0491661
"elk-hill","Elk Hill Disc Golf","Pagosa Springs ","Colorado","81147",9,,37.2654551,-107.0046402
"epple-park","Epple Park","Greeley ","Colorado","80631",6,3,40.428622,-104.7504532
"estates-park","Estates Park","Golden ","Colorado","80401",18,,39.716031,-105.181657
"expo-park","Expo Park","Aurora ","Colorado","80012",18,3,39.7026432,-104.854218
"falcon-elementary-school-tech","Falcon Elementary School of Tech","Peyton ","Colorado","80831",9,,38.92660619999999,-104.6030295
"fehringer-ranch","Fehringer Ranch Park","Denver ","Colorado","80235",18,3,39.641776,-105.1201134
"fire-mountain-disc-golf-course","Fire Mountain Disc Golf Course","New Castle ","Colorado","81647",18,,39.5712499,-107.5323017
"flatirons-west-gold-tees","Flatirons West Gold Tees","Boulder ","Colorado","80303",18,,40.0114135,-105.2204895
"fort-carson-outdoor-recreation","Fort Carson Outdoor Recreation","Fort Carson ","Colorado","80913",9,1,38.7299332,-104.7766375
"fort-collins-high-school-disc-golf-course","Fort Collins High School Disc Golf Course","Fort Collins ","Colorado","80525",9,3,40.5641001,-105.0491661
"fort-lewis-college","Fort Lewis College","Durango ","Colorado","81301",18,2,37.275472,-107.8669339
"fossil-ridge-high-school","Fossil Ridge High School","Fort Collins ","Colorado","80528",9,,40.5136766,-105.0142553
"frisco-peninsula-rec-area","Frisco Peak One Disc Golf Course","Frisco ","Colorado","80443",27,3,39.5770602,-106.0774284
"front-range-christian-school-disc-golf-course","Front Range Christian School Disc Golf Course","Littleton ","Colorado","80128",9,,39.5928322,-105.0702292
"fruita-riverfront-park-disc-golf-course","Fruita Riverfront Park Disc Golf Course","Fruita ","Colorado","81521",18,,39.16804399999999,-108.7218593
"gateway-canyons-resort-disc-golf","Gateway Canyons Resort Disc Golf","Gateway ","Colorado","81522",18,,38.6788449,-108.9829571
"ghost-town","Ghost Town","Russell Gulch ","Colorado","80427",20,4,39.7785989,-105.5369424
"golden-bell-camp-disc-golf-course","Golden Bell Camp Disc Golf Course","Divide ","Colorado","80814",18,,38.968718,-105.201771
"golden-eagle-disc-golf-course-buckhorn-canyon","Golden Eagle Disc Golf Course at Buckhorn Canyon","Bellvue ","Colorado","80512",18,5,40.582581,-105.4696485
"grand-park-disc-golf-course","Grand Park Disc Golf Course","Fraser ","Colorado","80482",18,3,39.9293226,-105.7909027
"green-valley-ranch-disc-golf-course","Green Valley Ranch Disc Golf Course","Denver ","Colorado","80249",18,3,39.7729307,-104.7448377
"gunnison-elementary-disc-golf-course","Gunnison Elementary Disc Golf Course","Gunnison ","Colorado","81230",14,,38.52469,-106.963557
"harlow-platts-park","Harlow Platts Park","Boulder (South Boulder) ","Colorado","80303",9,3,39.9746374,-105.2486266
"harrison-school-disc-golf-course","Harrison School Disc Golf Course","Canon City ","Colorado","81212",9,,38.465914,-105.2071741
"haybro-red-tail-disc-golf-course","Haybro Red Tail Disc Golf Course","Steamboat Springs ","Colorado","80467",18,5,40.370511,-106.950162
"heritage-disc-golf-course","Heritage Disc Golf Course","Fort Collins ","Colorado","80526",6,3,40.5566769,-105.1389716
"hesperus-camp-disc-golf","Hesperus Camp DIsc Golf","Hesperus ","Colorado","81326",9,,37.2758674,-108.0366668
"hewlett-packard-disc-golf-course","Hewlett-Packard Disc Golf Course","Fort Collins ","Colorado","80528",9,,40.5260492,-105.0120878
"highland-elementary-school","Highland Elementary School","Centennial ","Colorado","80121",9,,39.5977393,-104.9800492
"hillside-cmc","Hillside at CMC"," Steamboat Springs ","Colorado","80487",9,2,40.4921415,-106.8401258
"hole-sky-disc-golf-course","Hole in the Sky Disc Golf Course","Eagle ","Colorado","81631",18,4,39.6523544,-106.8403149
"holmes-middle-school","Holmes Middle School","Colorado Springs ","Colorado","80904",5,,38.86690129999999,-104.8564529
"homesteaders-park","Homesteaders Park","Holyoke ","Colorado","80734",9,,40.590163,-102.3039382
"interlocken-east-park","Interlocken (East Park)","Broomfield ","Colorado","80020",9,3,39.92058,-105.1088445
"jenkins-middle-school","Jenkins Middle School","Colorado Springs ","Colorado","80923",9,,38.9288316,-104.7430013
"johnny-roberts-disc-golf-course","Johnny Roberts Disc Golf Course","Arvada ","Colorado","80004",18,4,39.8041734,-105.0856214
"ken-caryl-disc-golf-course","Ken Caryl Disc Golf Course","Littleton ","Colorado","80127",9,3,39.5778503,-105.1175384
"kendall-mountain-disc-golf-course","Kendall Mountain Disc Golf Course","Silverton ","Colorado","81433",9,,37.81118540000001,-107.6568195
"lake-creek-village-apartments","Lake Creek Village Apartments","Edwards ","Colorado","81632",9,1,39.6534256,-106.6213867
"lake-dillon-disc-golf-course","Lake Dillon Disc Golf Course","Dillon ","Colorado","80435",18,3,39.6106636,-106.0153765
"lake-estes-disc-golf-course","Lake Estes Disc Golf Course","Estes Park ","Colorado","80517",9,,40.3801193,-105.5110626
"lakewood-dry-gulch","Lakewood Dry Gulch","Denver ","Colorado","80204",21,,39.734114,-105.0389619
"lancer-links","Lancer Links at Lincoln Middle School","Fort Collins ","Colorado","80521",9,4,40.5994244,-105.1061185
"las-animas-bent-county-disc-golf-course","Las Animas Bent County Disc Golf Course","Las Animas ","Colorado","80154",18,,38.0764434,-103.2173272
"lawson-adventure-park","Lawson Adventure Park","Dumont ","Colorado","80436",18,,39.7624628,-105.6395575
"liberty-pines-disc-golf-course","Liberty Pines Disc Golf Course","Woodland Park ","Colorado","80863",18,,39.0079954,-105.0466102
"lions-den-disc-golf-course","Lion's Den Disc Golf Course","Lake George ","Colorado","80827",18,5,38.9838227,-105.3588757
"little-salt-wash-park","Little Salt Wash Park","Fruita ","Colorado","81521",9,3,39.16804399999999,-108.7218593
"loomiller","Loomiller","Longmont ","Colorado","80501",9,3,40.1783323,-105.1216709
"loudy-simpson-park-disc-golf-course","Loudy Simpson Park Disc Golf Course","Craig ","Colorado","81625",9,3,40.4908453,-107.5551666
"louisville-meadows","Louisville Meadows","Louisville ","Colorado","80027",5,,39.9783958,-105.1576442
"mark-devil-disc-golf-course","Mark of the Devil Disc Golf Course","Cimarron ","Colorado","81220",20,,38.4424881,-107.5567252
"martin-walworth-disc-golf-grace-presbyterian-church","Martin Walworth Disc Golf at Grace Presbyterian Church","Highlands Ranch ","Colorado","80125",9,,39.5412002,-105.034846
"matchett-park","Matchett Park","Grand Junction ","Colorado","81506",18,3,39.0921506,-108.5224856
"matney-park","Matney Park","Castle Rock ","Colorado","80104",18,2,39.3545876,-104.801918
"mehaffey-park","Mehaffey Park","Loveland ","Colorado","80538",9,2,40.4178419,-105.1233457
"merino-high-school","Merino High School","Merino ","Colorado","80741",9,,40.4832829,-103.3568105
"mount-massive-disc-golf-course","Mount Massive Disc Golf Course","Leadville ","Colorado","80461",9,5,39.2447943,-106.3562901
"mountain-view-adventure-park","Mountain View Adventure Park","Cripple Creek ","Colorado","80813",18,,38.7372161,-105.1955092
"vista-ridge-disc-golf-course","Mountain Vista High School Disc Golf Course","Highlands Ranch ","Colorado","80126",9,,39.5225875,-104.9657068
"mountaineer-disc-golf-course","Mountaineer Disc Golf Course","Gunnison ","Colorado","81230",18,3,38.5525636,-106.9187463
"nicks-soaring-eagle-disc-golf-course","Nick Naples' Soaring Eagles Disc Golf Course","Woodland Park ","Colorado","80863",9,3,39.0079954,-105.0466102
"north-midway-park","North Midway Park","Broomfield ","Colorado","80020",9,2,39.92314,-105.0847806
"optimist-disc-golf-course","Optimist Disc Golf Course","Fort Morgan ","Colorado","80701",27,4,40.2629876,-103.8015823
"ordway-disc-golf-course","Ordway Disc Golf Course","Ordway ","Colorado","81063",9,,38.2180608,-103.7560606
"oxbow-disc-golf-course","Oxbow Disc Golf Course","Windsor ","Colorado","80550",12,4,40.4606636,-104.9136656
"palomino-park","Palomino Park Apartments","Highlands Ranch ","Colorado","80130",9,,39.5578103,-104.9103433
"pessimist-discgolfpark-0","Pessimist DiscGolfPark","Fort Morgan ","Colorado","80701",18,,40.2629876,-103.8015823
"peterson-air-force-base","Peterson Air Force Base","Colorado Springs ","Colorado","80929",9,,38.8238616,-104.7000502
"phantom-falls-disc-golf-course","Phantom Falls Disc Golf Course","Pine ","Colorado","80470",30,4,39.4172782,-105.3330841
"pioneer-park-disc-golf-course-1","Pioneer Park Disc Golf Course","Evans ","Colorado","80620",9,2,40.3804276,-104.738604
"pioneer-park-disc-golf-course","Pioneer Park Disc Golf Course","Hot Sulphur Springs ","Colorado","80451",18,3,40.0805292,-106.1014958
"pioneer-park-disc-golf-course-0","Pioneer Park Disc Golf Course","Sterling ","Colorado","80751",18,3,40.6259325,-103.2451501
"poncha-springs","Poncha Springs","Poncha Springs ","Colorado","81201",18,4,38.5127752,-106.0772384
"prickly-pines","Prickly Pines","Elizabeth ","Colorado","80107",18,4,39.3652639,-104.5902616
